project_id,skill_id,importance_weight,minimum_proficiency,minimum_experience_years,required_flag
P00568,SK039,0.58,Intermediate,2,1
P00568,SK043,0.75,Beginner,1,0
P00569,SK044,0.61,Intermediate,2,1
P00569,SK052,0.55,Beginner,1,0
P00569,SK041,0.88,Intermediate,2,1
P00569,SK040,0.62,Intermediate,2,1
P00569,SK045,0.65,Intermediate,2,1
P00569,SK039,0.94,Intermediate,2,1
P00570,SK044,0.59,Intermediate,2,1
P00570,SK052,0.82,Beginner,1,0
P00570,SK045,0.72,Intermediate,2,1
P00570,SK046,0.65,Beginner,1,0
P00570,SK039,0.66,Intermediate,2,1
P00570,SK043,0.73,Beginner,1,0
P00571,SK044,0.91,Intermediate,2,1
P00571,SK052,0.88,Beginner,1,0
P00571,SK040,0.82,Intermediate,2,1
P00571,SK041,0.73,Intermediate,2,1
P00571,SK045,0.71,Intermediate,2,1
P00571,SK039,0.6,Intermediate,2,1
P00572,SK044,0.61,Intermediate,2,1
P00572,SK052,0.85,Beginner,1,0
P00572,SK045,0.66,Intermediate,2,1
P00572,SK046,0.81,Beginner,1,0
P00572,SK039,0.83,Intermediate,2,1
P00572,SK043,0.63,Beginner,1,0
P00573,SK044,0.94,Intermediate,2,1
P00573,SK052,0.76,Beginner,1,0
P00573,SK045,0.69,Intermediate,2,1
P00573,SK046,0.63,Beginner,1,0
P00573,SK039,0.67,Intermediate,2,1
P00573,SK043,0.7,Beginner,1,0
P00574,SK044,0.91,Intermediate,2,1
P00574,SK052,0.93,Beginner,1,0
P00574,SK045,0.91,Intermediate,2,1
P00574,SK046,0.63,Beginner,1,0
P00574,SK039,0.7,Intermediate,2,1
P00574,SK043,0.93,Beginner,1,0
P00575,SK044,0.9,Intermediate,2,1
P00575,SK052,0.67,Beginner,1,0
P00575,SK040,0.79,Intermediate,2,1
P00575,SK041,0.57,Intermediate,2,1
P00575,SK045,0.61,Intermediate,2,1
P00575,SK039,0.67,Intermediate,2,1
P00576,SK044,0.86,Intermediate,2,1
P00576,SK052,0.89,Beginner,1,0
P00576,SK045,0.86,Intermediate,2,1
P00576,SK046,0.58,Beginner,1,0
P00576,SK039,0.93,Intermediate,2,1
P00576,SK043,0.56,Beginner,1,0
P00577,SK044,0.58,Intermediate,2,1
P00577,SK052,0.74,Beginner,1,0
P00577,SK045,0.67,Intermediate,2,1
P00577,SK046,0.85,Beginner,1,0
P00577,SK039,0.91,Intermediate,2,1
P00577,SK043,0.83,Beginner,1,0
P00578,SK044,0.59,Intermediate,2,1
P00578,SK052,0.89,Beginner,1,0
P00578,SK040,0.83,Intermediate,2,1
P00578,SK041,0.83,Intermediate,2,1
P00578,SK045,0.8,Intermediate,2,1
P00578,SK039,0.56,Intermediate,2,1
P00579,SK044,0.68,Intermediate,2,1
P00579,SK052,0.79,Beginner,1,0
P00579,SK041,0.91,Intermediate,2,1
P00579,SK040,0.78,Intermediate,2,1
P00579,SK045,0.86,Intermediate,2,1
P00579,SK039,0.91,Intermediate,2,1
P00580,SK044,0.94,Intermediate,2,1
P00580,SK052,0.89,Beginner,1,0
P00580,SK040,0.7,Intermediate,2,1
P00580,SK046,0.8,Beginner,1,0
P00580,SK045,0.78,Intermediate,2,1
P00580,SK039,0.93,Intermediate,2,1
P00581,SK044,0.74,Intermediate,2,1
P00581,SK052,0.86,Beginner,1,0
P00581,SK040,0.57,Intermediate,2,1
P00581,SK046,0.56,Beginner,1,0
P00581,SK045,0.82,Intermediate,2,1
P00581,SK039,0.68,Intermediate,2,1
P00582,SK044,0.64,Intermediate,2,1
P00582,SK052,0.56,Beginner,1,0
P00582,SK041,0.63,Intermediate,2,1
P00582,SK040,0.81,Intermediate,2,1
P00582,SK045,0.58,Intermediate,2,1
P00582,SK047,0.57,Intermediate,2,1
P00583,SK044,0.56,Intermediate,2,1
P00583,SK052,0.81,Beginner,1,0
P00583,SK045,0.73,Intermediate,2,1
P00583,SK046,0.59,Beginner,1,0
P00583,SK039,0.57,Intermediate,2,1
P00583,SK043,0.88,Beginner,1,0
P00584,SK044,0.63,Intermediate,2,1
P00584,SK052,0.83,Beginner,1,0
P00584,SK040,0.65,Intermediate,2,1
P00584,SK046,0.82,Beginner,1,0
P00584,SK045,0.75,Intermediate,2,1
P00584,SK039,0.78,Intermediate,2,1
P00585,SK044,0.84,Intermediate,2,1
P00585,SK052,0.83,Beginner,1,0
P00585,SK040,0.79,Intermediate,2,1
P00585,SK046,0.92,Beginner,1,0
P00585,SK045,0.75,Intermediate,2,1
P00585,SK039,0.71,Intermediate,2,1
P00586,SK044,0.77,Intermediate,2,1
P00586,SK052,0.55,Beginner,1,0
P00586,SK041,0.64,Intermediate,2,1
P00586,SK040,0.58,Intermediate,2,1
P00586,SK045,0.91,Intermediate,2,1
P00586,SK039,0.91,Intermediate,2,1
P00587,SK044,0.56,Intermediate,2,1
P00587,SK052,0.86,Beginner,1,0
P00587,SK040,0.81,Intermediate,2,1
P00587,SK046,0.78,Beginner,1,0
P00587,SK045,0.75,Intermediate,2,1
P00587,SK039,0.78,Intermediate,2,1
P00588,SK044,0.59,Intermediate,2,1
P00588,SK052,0.77,Beginner,1,0
P00588,SK041,0.91,Intermediate,2,1
P00588,SK040,0.57,Intermediate,2,1
P00588,SK045,0.89,Intermediate,2,1
P00588,SK039,0.87,Intermediate,2,1
P00589,SK044,0.79,Intermediate,2,1
P00589,SK052,0.7,Beginner,1,0
P00589,SK041,0.88,Intermediate,2,1
P00589,SK040,0.69,Intermediate,2,1
P00589,SK045,0.72,Intermediate,2,1
P00589,SK039,0.73,Intermediate,2,1
P00590,SK044,0.68,Intermediate,2,1
P00590,SK052,0.78,Beginner,1,0
P00590,SK045,0.55,Intermediate,2,1
P00590,SK046,0.63,Beginner,1,0
P00590,SK039,0.83,Intermediate,2,1
P00590,SK043,0.73,Beginner,1,0
P00591,SK044,0.69,Intermediate,2,1
P00591,SK052,0.72,Beginner,1,0
P00591,SK040,0.89,Intermediate,2,1
P00591,SK046,0.71,Beginner,1,0
P00591,SK045,0.84,Intermediate,2,1
P00591,SK039,0.8,Intermediate,2,1
P00592,SK044,0.74,Intermediate,2,1
P00592,SK052,0.68,Beginner,1,0
P00592,SK040,0.68,Intermediate,2,1
P00592,SK041,0.55,Intermediate,2,1
P00592,SK045,0.66,Intermediate,2,1
P00592,SK039,0.56,Intermediate,2,1
P00593,SK044,0.83,Intermediate,2,1
P00593,SK052,0.58,Beginner,1,0
P00593,SK040,0.62,Intermediate,2,1
P00593,SK041,0.89,Intermediate,2,1
P00593,SK045,0.56,Intermediate,2,1
P00593,SK039,0.64,Intermediate,2,1
P00594,SK044,0.58,Intermediate,2,1
P00594,SK052,0.73,Beginner,1,0
P00594,SK040,0.92,Intermediate,2,1
P00594,SK046,0.55,Beginner,1,0
P00594,SK045,0.65,Intermediate,2,1
P00594,SK039,0.79,Intermediate,2,1
P00595,SK044,0.6,Intermediate,2,1
P00595,SK052,0.84,Beginner,1,0
P00595,SK040,0.58,Intermediate,2,1
P00595,SK046,0.68,Beginner,1,0
P00595,SK045,0.63,Intermediate,2,1
P00595,SK039,0.87,Intermediate,2,1
P00596,SK044,0.79,Intermediate,2,1
P00596,SK052,0.58,Beginner,1,0
P00596,SK040,0.88,Intermediate,2,1
P00596,SK046,0.72,Beginner,1,0
P00596,SK045,0.72,Intermediate,2,1
P00596,SK039,0.8,Intermediate,2,1
P00597,SK044,0.76,Intermediate,2,1
P00597,SK052,0.8,Beginner,1,0
P00597,SK045,0.69,Intermediate,2,1
P00597,SK046,0.89,Beginner,1,0
P00597,SK039,0.73,Intermediate,2,1
P00597,SK043,0.77,Beginner,1,0
P00598,SK044,0.89,Intermediate,2,1
P00598,SK052,0.56,Beginner,1,0
P00598,SK045,0.9,Intermediate,2,1
P00598,SK046,0.9,Beginner,1,0
P00598,SK039,0.91,Intermediate,2,1
P00598,SK043,0.89,Beginner,1,0
P00599,SK044,0.6,Intermediate,2,1
P00599,SK052,0.62,Beginner,1,0
P00599,SK045,0.84,Intermediate,2,1
P00599,SK046,0.62,Beginner,1,0
P00599,SK039,0.6,Intermediate,2,1
P00599,SK043,0.82,Beginner,1,0
P00600,SK044,0.82,Intermediate,2,1
P00600,SK052,0.93,Beginner,1,0
P00600,SK041,0.79,Intermediate,2,1
P00600,SK040,0.69,Intermediate,2,1
P00600,SK045,0.89,Intermediate,2,1
P00600,SK039,0.83,Intermediate,2,1
P00601,SK044,0.89,Intermediate,2,1
P00601,SK052,0.94,Beginner,1,0
P00601,SK040,0.58,Intermediate,2,1
P00601,SK046,0.71,Beginner,1,0
P00601,SK045,0.79,Intermediate,2,1
P00601,SK039,0.74,Intermediate,2,1
P00602,SK044,0.91,Intermediate,2,1
P00602,SK052,0.65,Beginner,1,0
P00602,SK041,0.55,Intermediate,2,1
P00602,SK040,0.59,Intermediate,2,1
P00602,SK045,0.56,Intermediate,2,1
P00602,SK039,0.64,Intermediate,2,1
P00603,SK044,0.84,Intermediate,2,1
P00603,SK052,0.57,Beginner,1,0
P00603,SK045,0.68,Intermediate,2,1
P00603,SK046,0.87,Beginner,1,0
P00603,SK039,0.67,Intermediate,2,1
P00603,SK043,0.57,Beginner,1,0
P00604,SK044,0.59,Intermediate,2,1
P00604,SK052,0.93,Beginner,1,0
P00604,SK045,0.72,Intermediate,2,1
P00604,SK046,0.73,Beginner,1,0
P00604,SK039,0.58,Intermediate,2,1
P00604,SK043,0.73,Beginner,1,0
P00605,SK044,0.59,Intermediate,2,1
P00605,SK052,0.93,Beginner,1,0
P00605,SK045,0.88,Intermediate,2,1
P00605,SK046,0.74,Beginner,1,0
P00605,SK039,0.6,Intermediate,2,1
P00605,SK043,0.81,Beginner,1,0
P00606,SK044,0.62,Intermediate,2,1
P00606,SK052,0.57,Beginner,1,0
P00606,SK041,0.65,Intermediate,2,1
P00606,SK040,0.59,Intermediate,2,1
P00606,SK045,0.83,Intermediate,2,1
P00606,SK039,0.64,Intermediate,2,1
P00607,SK044,0.92,Intermediate,2,1
P00607,SK052,0.8,Beginner,1,0
P00607,SK041,0.86,Intermediate,2,1
P00607,SK040,0.82,Intermediate,2,1
P00607,SK045,0.7,Intermediate,2,1
P00607,SK039,0.64,Intermediate,2,1
P00608,SK044,0.74,Intermediate,2,1
P00608,SK052,0.9,Beginner,1,0
P00608,SK041,0.91,Intermediate,2,1
P00608,SK040,0.74,Intermediate,2,1
P00608,SK045,0.57,Intermediate,2,1
P00608,SK039,0.89,Intermediate,2,1
P00609,SK044,0.77,Intermediate,2,1
P00609,SK052,0.77,Beginner,1,0
P00609,SK045,0.61,Intermediate,2,1
P00609,SK046,0.59,Beginner,1,0
P00609,SK039,0.81,Intermediate,2,1
P00609,SK043,0.92,Beginner,1,0
P00610,SK044,0.86,Intermediate,2,1
P00610,SK052,0.85,Beginner,1,0
P00610,SK040,0.71,Intermediate,2,1
P00610,SK041,0.57,Intermediate,2,1
P00610,SK045,0.6,Intermediate,2,1
P00610,SK039,0.84,Intermediate,2,1
P00611,SK044,0.59,Intermediate,2,1
P00611,SK052,0.86,Beginner,1,0
P00611,SK040,0.81,Intermediate,2,1
P00611,SK041,0.94,Intermediate,2,1
P00611,SK045,0.87,Intermediate,2,1
P00611,SK039,0.7,Intermediate,2,1
P00612,SK044,0.91,Intermediate,2,1
P00612,SK052,0.63,Beginner,1,0
P00612,SK045,0.79,Intermediate,2,1
P00612,SK046,0.86,Beginner,1,0
P00612,SK039,0.67,Intermediate,2,1
P00612,SK043,0.65,Beginner,1,0
P00613,SK044,0.74,Intermediate,2,1
P00613,SK052,0.59,Beginner,1,0
P00613,SK040,0.8,Intermediate,2,1
P00613,SK041,0.78,Intermediate,2,1
P00613,SK045,0.66,Intermediate,2,1
P00613,SK039,0.8,Intermediate,2,1
P00614,SK044,0.57,Intermediate,2,1
P00614,SK052,0.59,Beginner,1,0
P00614,SK040,0.55,Intermediate,2,1
P00614,SK041,0.7,Intermediate,2,1
P00614,SK045,0.8,Intermediate,2,1
P00614,SK039,0.62,Intermediate,2,1
P00615,SK044,0.56,Intermediate,2,1
P00615,SK052,0.91,Beginner,1,0
P00615,SK040,0.73,Intermediate,2,1
P00615,SK046,0.61,Beginner,1,0
P00615,SK045,0.55,Intermediate,2,1
P00615,SK039,0.83,Intermediate,2,1
P00616,SK044,0.71,Intermediate,2,1
P00616,SK052,0.76,Beginner,1,0
P00616,SK045,0.94,Intermediate,2,1
P00616,SK046,0.82,Beginner,1,0
P00616,SK039,0.63,Intermediate,2,1
P00616,SK043,0.76,Beginner,1,0
P00617,SK044,0.64,Intermediate,2,1
P00617,SK052,0.55,Beginner,1,0
P00617,SK040,0.67,Intermediate,2,1
P00617,SK041,0.93,Intermediate,2,1
P00617,SK045,0.79,Intermediate,2,1
P00617,SK039,0.58,Intermediate,2,1
P00618,SK044,0.75,Intermediate,2,1
P00618,SK052,0.62,Beginner,1,0
P00618,SK041,0.86,Intermediate,2,1
P00618,SK040,0.57,Intermediate,2,1
P00618,SK045,0.67,Intermediate,2,1
P00618,SK039,0.75,Intermediate,2,1
P00619,SK044,0.61,Intermediate,2,1
P00619,SK052,0.77,Beginner,1,0
P00619,SK045,0.77,Intermediate,2,1
P00619,SK046,0.82,Beginner,1,0
P00619,SK039,0.72,Intermediate,2,1
P00619,SK043,0.55,Beginner,1,0
P00620,SK044,0.93,Intermediate,2,1
P00620,SK052,0.66,Beginner,1,0
P00620,SK040,0.83,Intermediate,2,1
P00620,SK041,0.86,Intermediate,2,1
P00620,SK045,0.64,Intermediate,2,1
P00620,SK039,0.8,Intermediate,2,1
P00621,SK044,0.57,Intermediate,2,1
P00621,SK052,0.65,Beginner,1,0
P00621,SK041,0.6,Intermediate,2,1
P00621,SK040,0.76,Intermediate,2,1
P00621,SK045,0.86,Intermediate,2,1
P00621,SK039,0.75,Intermediate,2,1
P00622,SK044,0.56,Intermediate,2,1
P00622,SK052,0.67,Beginner,1,0
P00622,SK045,0.89,Intermediate,2,1
P00622,SK046,0.8,Beginner,1,0
P00622,SK039,0.89,Intermediate,2,1
P00622,SK043,0.68,Beginner,1,0
P00623,SK044,0.55,Intermediate,2,1
P00623,SK052,0.78,Beginner,1,0
P00623,SK040,0.57,Intermediate,2,1
P00623,SK046,0.74,Beginner,1,0
P00623,SK045,0.65,Intermediate,2,1
P00623,SK039,0.64,Intermediate,2,1
P00624,SK044,0.84,Intermediate,2,1
P00624,SK052,0.92,Beginner,1,0
P00624,SK040,0.81,Intermediate,2,1
P00624,SK046,0.55,Beginner,1,0
P00624,SK045,0.83,Intermediate,2,1
P00624,SK039,0.64,Intermediate,2,1
P00625,SK044,0.83,Intermediate,2,1
P00625,SK052,0.58,Beginner,1,0
P00625,SK040,0.68,Intermediate,2,1
P00625,SK046,0.59,Beginner,1,0
P00625,SK045,0.84,Intermediate,2,1
P00625,SK039,0.57,Intermediate,2,1
P00626,SK044,0.86,Intermediate,2,1
P00626,SK052,0.74,Beginner,1,0
P00626,SK041,0.89,Intermediate,2,1
P00626,SK040,0.8,Intermediate,2,1
P00626,SK045,0.84,Intermediate,2,1
P00626,SK039,0.73,Intermediate,2,1
P00627,SK044,0.72,Intermediate,2,1
P00627,SK052,0.64,Beginner,1,0
P00627,SK040,0.89,Intermediate,2,1
P00627,SK041,0.86,Intermediate,2,1
P00627,SK045,0.83,Intermediate,2,1
P00627,SK039,0.63,Intermediate,2,1
P00628,SK044,0.9,Intermediate,2,1
P00628,SK052,0.89,Beginner,1,0
P00628,SK045,0.82,Intermediate,2,1
P00628,SK046,0.68,Beginner,1,0
P00628,SK047,0.94,Intermediate,2,1
P00628,SK054,0.89,Beginner,1,0
P00629,SK044,0.65,Intermediate,2,1
P00629,SK052,0.77,Beginner,1,0
P00629,SK040,0.59,Intermediate,2,1
P00629,SK046,0.84,Beginner,1,0
P00629,SK045,0.59,Intermediate,2,1
P00629,SK039,0.75,Intermediate,2,1
P00630,SK044,0.61,Intermediate,2,1
P00630,SK052,0.9,Beginner,1,0
P00630,SK040,0.82,Intermediate,2,1
P00630,SK041,0.65,Intermediate,2,1
P00630,SK045,0.57,Intermediate,2,1
P00630,SK039,0.56,Intermediate,2,1
P00631,SK044,0.89,Intermediate,2,1
P00631,SK052,0.72,Beginner,1,0
P00631,SK040,0.83,Intermediate,2,1
P00631,SK041,0.62,Intermediate,2,1
P00631,SK045,0.58,Intermediate,2,1
P00631,SK039,0.62,Intermediate,2,1
P00632,SK044,0.68,Intermediate,2,1
P00632,SK052,0.69,Beginner,1,0
P00632,SK040,0.63,Intermediate,2,1
P00632,SK041,0.94,Intermediate,2,1
P00632,SK045,0.89,Intermediate,2,1
P00632,SK039,0.78,Intermediate,2,1
P00633,SK044,0.59,Intermediate,2,1
P00633,SK052,0.82,Beginner,1,0
P00633,SK040,0.55,Intermediate,2,1
P00633,SK046,0.85,Beginner,1,0
P00633,SK045,0.79,Intermediate,2,1
P00633,SK039,0.75,Intermediate,2,1
P00634,SK044,0.77,Intermediate,2,1
P00634,SK052,0.58,Beginner,1,0
P00634,SK040,0.93,Intermediate,2,1
P00634,SK041,0.94,Intermediate,2,1
P00634,SK045,0.92,Intermediate,2,1
P00634,SK039,0.56,Intermediate,2,1
P00635,SK044,0.83,Intermediate,2,1
P00635,SK052,0.55,Beginner,1,0
P00635,SK040,0.69,Intermediate,2,1
P00635,SK041,0.84,Intermediate,2,1
P00635,SK045,0.56,Intermediate,2,1
P00635,SK039,0.82,Intermediate,2,1
P00636,SK044,0.57,Intermediate,2,1
P00636,SK052,0.92,Beginner,1,0
P00636,SK040,0.73,Intermediate,2,1
P00636,SK041,0.93,Intermediate,2,1
P00636,SK045,0.88,Intermediate,2,1
P00636,SK039,0.83,Intermediate,2,1
P00637,SK044,0.93,Intermediate,2,1
P00637,SK052,0.56,Beginner,1,0
P00637,SK040,0.8,Intermediate,2,1
P00637,SK041,0.94,Intermediate,2,1
P00637,SK045,0.87,Intermediate,2,1
P00637,SK039,0.55,Intermediate,2,1
P00638,SK044,0.73,Intermediate,2,1
P00638,SK052,0.6,Beginner,1,0
P00638,SK041,0.64,Intermediate,2,1
P00638,SK040,0.73,Intermediate,2,1
P00638,SK045,0.78,Intermediate,2,1
P00638,SK039,0.94,Intermediate,2,1
P00639,SK044,0.69,Intermediate,2,1
P00639,SK052,0.82,Beginner,1,0
P00639,SK040,0.93,Intermediate,2,1
P00639,SK046,0.6,Beginner,1,0
P00639,SK045,0.68,Intermediate,2,1
P00639,SK039,0.61,Intermediate,2,1
P00640,SK044,0.92,Intermediate,2,1
P00640,SK052,0.84,Beginner,1,0
P00640,SK041,0.55,Intermediate,2,1
P00640,SK040,0.62,Intermediate,2,1
P00640,SK045,0.64,Intermediate,2,1
P00640,SK039,0.68,Intermediate,2,1
P00641,SK044,0.81,Intermediate,2,1
P00641,SK052,0.6,Beginner,1,0
P00641,SK040,0.83,Intermediate,2,1
P00641,SK046,0.78,Beginner,1,0
P00641,SK045,0.76,Intermediate,2,1
P00641,SK039,0.68,Intermediate,2,1
P00642,SK044,0.91,Intermediate,2,1
P00642,SK052,0.67,Beginner,1,0
P00642,SK040,0.77,Intermediate,2,1
P00642,SK046,0.75,Beginner,1,0
P00642,SK045,0.81,Intermediate,2,1
P00642,SK039,0.8,Intermediate,2,1
P00643,SK044,0.75,Intermediate,2,1
P00643,SK052,0.75,Beginner,1,0
P00643,SK045,0.78,Intermediate,2,1
P00643,SK046,0.7,Beginner,1,0
P00643,SK039,0.79,Intermediate,2,1
P00643,SK043,0.69,Beginner,1,0
P00644,SK044,0.55,Intermediate,2,1
P00644,SK052,0.68,Beginner,1,0
P00644,SK040,0.86,Intermediate,2,1
P00644,SK041,0.74,Intermediate,2,1
P00644,SK045,0.78,Intermediate,2,1
P00644,SK039,0.82,Intermediate,2,1
P00645,SK044,0.57,Intermediate,2,1
P00645,SK052,0.84,Beginner,1,0
P00645,SK045,0.78,Intermediate,2,1
P00645,SK046,0.74,Beginner,1,0
P00645,SK039,0.74,Intermediate,2,1
P00645,SK043,0.77,Beginner,1,0
P00646,SK044,0.76,Intermediate,2,1
P00646,SK052,0.73,Beginner,1,0
P00646,SK045,0.83,Intermediate,2,1
P00646,SK046,0.7,Beginner,1,0
P00646,SK039,0.58,Intermediate,2,1
P00646,SK043,0.82,Beginner,1,0
P00647,SK044,0.64,Intermediate,2,1
P00647,SK052,0.72,Beginner,1,0
P00647,SK045,0.59,Intermediate,2,1
P00647,SK046,0.58,Beginner,1,0
P00647,SK039,0.86,Intermediate,2,1
P00647,SK043,0.76,Beginner,1,0
P00648,SK044,0.68,Intermediate,2,1
P00648,SK052,0.61,Beginner,1,0
P00648,SK040,0.75,Intermediate,2,1
P00648,SK041,0.85,Intermediate,2,1
P00648,SK045,0.84,Intermediate,2,1
P00648,SK039,0.79,Intermediate,2,1
P00649,SK044,0.73,Intermediate,2,1
P00649,SK052,0.93,Beginner,1,0
P00649,SK040,0.94,Intermediate,2,1
P00649,SK046,0.9,Beginner,1,0
P00649,SK045,0.62,Intermediate,2,1
P00649,SK039,0.66,Intermediate,2,1
P00650,SK044,0.55,Intermediate,2,1
P00650,SK052,0.82,Beginner,1,0
P00650,SK040,0.57,Intermediate,2,1
P00650,SK041,0.76,Intermediate,2,1
P00650,SK045,0.88,Intermediate,2,1
P00650,SK039,0.81,Intermediate,2,1
P00651,SK044,0.69,Intermediate,2,1
P00651,SK052,0.79,Beginner,1,0
P00651,SK045,0.78,Intermediate,2,1
P00651,SK046,0.77,Beginner,1,0
P00651,SK039,0.89,Intermediate,2,1
P00651,SK043,0.9,Beginner,1,0
P00652,SK044,0.66,Intermediate,2,1
P00652,SK052,0.72,Beginner,1,0
P00652,SK045,0.66,Intermediate,2,1
P00652,SK046,0.9,Beginner,1,0
P00652,SK039,0.66,Intermediate,2,1
P00652,SK043,0.74,Beginner,1,0
P00653,SK044,0.92,Intermediate,2,1
P00653,SK052,0.67,Beginner,1,0
P00653,SK040,0.94,Intermediate,2,1
P00653,SK046,0.87,Beginner,1,0
P00653,SK045,0.81,Intermediate,2,1
P00653,SK039,0.65,Intermediate,2,1
P00654,SK044,0.89,Intermediate,2,1
P00654,SK052,0.64,Beginner,1,0
P00654,SK041,0.93,Intermediate,2,1
P00654,SK040,0.75,Intermediate,2,1
P00654,SK045,0.6,Intermediate,2,1
P00654,SK039,0.85,Intermediate,2,1
P00655,SK044,0.62,Intermediate,2,1
P00655,SK052,0.68,Beginner,1,0
P00655,SK041,0.77,Intermediate,2,1
P00655,SK040,0.55,Intermediate,2,1
P00655,SK045,0.7,Intermediate,2,1
P00655,SK039,0.83,Intermediate,2,1
P00656,SK044,0.73,Intermediate,2,1
P00656,SK052,0.67,Beginner,1,0
P00656,SK041,0.73,Intermediate,2,1
P00656,SK040,0.73,Intermediate,2,1
P00656,SK045,0.57,Intermediate,2,1
P00656,SK039,0.94,Intermediate,2,1
P00657,SK044,0.82,Intermediate,2,1
P00657,SK052,0.63,Beginner,1,0
P00657,SK041,0.73,Intermediate,2,1
P00657,SK040,0.64,Intermediate,2,1
P00657,SK045,0.88,Intermediate,2,1
P00657,SK039,0.67,Intermediate,2,1
P00658,SK044,0.73,Intermediate,2,1
P00658,SK052,0.78,Beginner,1,0
P00658,SK040,0.88,Intermediate,2,1
P00658,SK041,0.75,Intermediate,2,1
P00658,SK045,0.91,Intermediate,2,1
P00658,SK039,0.58,Intermediate,2,1
P00659,SK044,0.86,Intermediate,2,1
P00659,SK052,0.82,Beginner,1,0
P00659,SK041,0.59,Intermediate,2,1
P00659,SK040,0.91,Intermediate,2,1
P00659,SK045,0.9,Intermediate,2,1
P00659,SK039,0.89,Intermediate,2,1
P00660,SK044,0.67,Intermediate,2,1
P00660,SK052,0.93,Beginner,1,0
P00660,SK040,0.91,Intermediate,2,1
P00660,SK041,0.86,Intermediate,2,1
P00660,SK045,0.61,Intermediate,2,1
P00660,SK039,0.61,Intermediate,2,1
P00661,SK044,0.59,Intermediate,2,1
P00661,SK052,0.81,Beginner,1,0
P00661,SK045,0.9,Intermediate,2,1
P00661,SK046,0.57,Beginner,1,0
P00661,SK039,0.89,Intermediate,2,1
P00661,SK043,0.56,Beginner,1,0
P00662,SK044,0.58,Intermediate,2,1
P00662,SK052,0.73,Beginner,1,0
P00662,SK045,0.59,Intermediate,2,1
P00662,SK046,0.82,Beginner,1,0
P00662,SK039,0.93,Intermediate,2,1
P00662,SK043,0.69,Beginner,1,0
P00663,SK044,0.91,Intermediate,2,1
P00663,SK052,0.75,Beginner,1,0
P00663,SK045,0.76,Intermediate,2,1
P00663,SK046,0.87,Beginner,1,0
P00663,SK039,0.78,Intermediate,2,1
P00663,SK043,0.72,Beginner,1,0
P00664,SK044,0.8,Intermediate,2,1
P00664,SK052,0.75,Beginner,1,0
P00664,SK040,0.57,Intermediate,2,1
P00664,SK041,0.71,Intermediate,2,1
P00664,SK045,0.75,Intermediate,2,1
P00664,SK039,0.57,Intermediate,2,1
P00665,SK044,0.63,Intermediate,2,1
P00665,SK052,0.77,Beginner,1,0
P00665,SK040,0.58,Intermediate,2,1
P00665,SK041,0.84,Intermediate,2,1
P00665,SK045,0.8,Intermediate,2,1
P00665,SK039,0.73,Intermediate,2,1
P00666,SK044,0.66,Intermediate,2,1
P00666,SK052,0.84,Beginner,1,0
P00666,SK040,0.58,Intermediate,2,1
P00666,SK046,0.67,Beginner,1,0
P00666,SK045,0.67,Intermediate,2,1
P00666,SK039,0.68,Intermediate,2,1
P00667,SK044,0.61,Intermediate,2,1
P00667,SK052,0.72,Beginner,1,0
P00667,SK045,0.7,Intermediate,2,1
P00667,SK046,0.63,Beginner,1,0
P00667,SK039,0.81,Intermediate,2,1
P00667,SK043,0.78,Beginner,1,0
P00668,SK044,0.88,Intermediate,2,1
P00668,SK052,0.6,Beginner,1,0
P00668,SK045,0.88,Intermediate,2,1
P00668,SK046,0.9,Beginner,1,0
P00668,SK039,0.76,Intermediate,2,1
P00668,SK043,0.64,Beginner,1,0
P00669,SK044,0.59,Intermediate,2,1
P00669,SK052,0.81,Beginner,1,0
P00669,SK041,0.72,Intermediate,2,1
P00669,SK040,0.74,Intermediate,2,1
P00669,SK045,0.66,Intermediate,2,1
P00669,SK039,0.83,Intermediate,2,1
P00670,SK044,0.79,Intermediate,2,1
P00670,SK052,0.72,Beginner,1,0
P00670,SK045,0.8,Intermediate,2,1
P00670,SK046,0.91,Beginner,1,0
P00670,SK039,0.94,Intermediate,2,1
P00670,SK043,0.76,Beginner,1,0
P00671,SK044,0.93,Intermediate,2,1
P00671,SK052,0.63,Beginner,1,0
P00671,SK041,0.55,Intermediate,2,1
P00671,SK040,0.59,Intermediate,2,1
P00671,SK045,0.79,Intermediate,2,1
P00671,SK039,0.84,Intermediate,2,1
P00672,SK044,0.59,Intermediate,2,1
P00672,SK052,0.75,Beginner,1,0
P00672,SK040,0.9,Intermediate,2,1
P00672,SK041,0.88,Intermediate,2,1
P00672,SK045,0.9,Intermediate,2,1
P00672,SK039,0.64,Intermediate,2,1
P00673,SK044,0.88,Intermediate,2,1
P00673,SK052,0.78,Beginner,1,0
P00673,SK040,0.8,Intermediate,2,1
P00673,SK046,0.72,Beginner,1,0
P00673,SK045,0.86,Intermediate,2,1
P00673,SK039,0.82,Intermediate,2,1
P00674,SK044,0.94,Intermediate,2,1
P00674,SK052,0.71,Beginner,1,0
P00674,SK040,0.7,Intermediate,2,1
P00674,SK046,0.76,Beginner,1,0
P00674,SK045,0.87,Intermediate,2,1
P00674,SK039,0.85,Intermediate,2,1
P00675,SK044,0.68,Intermediate,2,1
P00675,SK052,0.87,Beginner,1,0
P00675,SK041,0.57,Intermediate,2,1
P00675,SK040,0.79,Intermediate,2,1
P00675,SK045,0.85,Intermediate,2,1
