employee_id,project_id,role_in_project,start_date,end_date,task_count,performance_score,project_success_score,manager_feedback_score
E00427,P00332,Project Team Member,2025-09-23,2025-10-04,1,5.5,5.0,6.4
E00427,P00377,Project Team Member,2025-02-07,2025-02-13,1,5.5,5.0,6.4
E00427,P00445,Project Team Member,2025-09-01,2025-09-03,1,6.6,6.8,6.9
E00427,P00576,Project Team Member,2025-08-11,2025-08-12,1,7.1,6.1,7.2
E00427,P00605,Project Team Member,2025-11-02,2025-11-12,1,8.0,9.3,7.6
E00428,P00035,Project Team Member,2025-09-22,2025-10-02,1,7.0,7.8,7.8
E00428,P00217,Project Team Member,2025-07-03,2025-07-11,1,8.6,8.9,8.6
E00428,P00277,Project Team Member,2025-09-02,2025-09-07,1,8.0,8.9,8.3
E00428,P00278,Project Team Member,2024-04-28,2024-05-06,1,5.5,5.0,7.0
E00428,P00356,Project Team Member,2026-01-21,2026-01-26,1,7.3,8.1,8.0
E00428,P00396,Project Team Member,2025-08-26,2025-09-04,1,6.0,5.7,7.3
E00428,P00529,Project Team Member,2023-03-24,2023-04-03,1,6.4,6.6,7.5
E00428,P00638,Project Team Member,2026-03-02,2026-03-13,1,5.5,5.0,7.0
E00428,P00683,Project Team Member,2025-03-07,2025-03-11,1,8.2,9.5,8.4
E00428,P00696,Project Team Member,2025-11-03,2025-11-23,1,5.5,5.0,7.0
E00428,P00752,Project Team Member,2025-07-15,2025-07-29,1,5.5,5.0,7.0
E00429,P00006,Project Team Member,2024-10-17,2024-10-25,1,5.5,5.0,7.2
E00429,P00061,Project Team Member,2023-06-19,2023-06-30,1,6.5,6.4,7.8
E00429,P00076,Project Team Member,2025-11-29,2025-12-02,1,5.5,5.9,7.2
E00429,P00181,Project Team Member,2026-02-16,2026-02-23,1,5.7,5.7,7.4
E00429,P00205,Project Team Member,2025-05-22,2025-05-27,1,5.9,5.2,7.4
E00429,P00239,Project Team Member,2025-02-04,2025-02-10,1,6.7,6.3,7.8
E00429,P00268,Project Team Member,2023-12-17,2023-12-23,1,7.9,9.2,8.4
E00429,P00317,Project Team Member,2023-11-09,2023-11-24,1,6.9,8.1,8.0
E00429,P00334,Project Team Member,2025-04-26,2025-11-06,2,6.7,6.5,7.8
E00429,P00375,Project Team Member,2025-02-09,2025-02-18,1,7.4,8.3,8.2
E00429,P00397,Project Team Member,2023-05-26,2023-09-25,3,7.8,7.1,8.4
E00429,P00473,Project Team Member,2025-11-16,2025-11-28,1,6.6,6.3,7.8
E00429,P00476,Project Team Member,2024-05-03,2024-05-12,1,7.6,8.7,8.3
E00429,P00511,Project Team Member,2025-08-18,2025-08-24,1,9.2,9.7,9.1
E00429,P00524,Project Team Member,2024-03-13,2024-04-04,1,5.5,5.0,7.2
E00429,P00621,Project Team Member,2024-03-21,2024-04-10,1,6.9,8.2,8.0
E00429,P00671,Project Team Member,2023-08-03,2023-08-11,1,6.3,7.6,7.6
E00429,P00765,Project Team Member,2025-02-18,2025-02-20,1,6.8,7.6,7.9
E00429,P00781,Project Team Member,2024-11-01,2024-11-09,1,5.5,5.0,7.2
E00429,P00808,Project Team Member,2024-02-26,2024-03-12,1,5.5,5.8,7.2
E00430,P00015,Contributor,2025-11-09,2025-11-13,1,6.3,7.3,6.4
E00430,P00018,Contributor,2025-04-13,2025-04-19,1,8.0,9.3,7.2
E00430,P00041,Contributor,2025-08-21,2025-08-23,1,6.5,7.7,6.4
E00430,P00205,Contributor,2024-12-02,2024-12-09,1,6.3,6.6,6.4
E00430,P00283,Contributor,2026-04-22,2026-04-30,1,5.6,5.8,6.0
E00430,P00417,Contributor,2024-09-15,2024-09-20,1,5.6,5.9,6.0
E00430,P00422,Contributor,2024-12-29,2025-01-07,1,6.6,7.9,6.5
E00430,P00511,Contributor,2025-05-25,2025-11-05,2,6.5,6.0,6.4
E00430,P00547,Contributor,2024-08-04,2024-08-15,1,8.2,8.7,7.3
E00430,P00603,Contributor,2023-11-14,2023-11-29,1,9.6,9.7,8.0
E00430,P00760,Contributor,2023-06-14,2023-06-16,1,5.5,5.0,6.0
E00430,P00802,Contributor,2024-05-30,2024-06-04,1,6.3,7.2,6.4
E00430,P00810,Contributor,2025-09-10,2025-09-20,1,7.5,8.7,7.0
E00430,P00859,Contributor,2026-04-06,2026-03-13,1,7.1,7.7,6.8
E00431,P00018,Project Team Member,2024-12-26,2025-01-08,1,7.3,8.7,7.2
E00431,P00111,Project Team Member,2024-02-19,2024-02-25,1,7.4,8.2,7.2
E00431,P00174,Project Team Member,2026-04-26,2026-05-01,1,6.4,6.6,6.7
E00431,P00202,Project Team Member,2024-03-28,2024-03-31,1,5.6,5.2,6.3
E00431,P00258,Project Team Member,2024-03-20,2024-03-30,1,6.6,5.6,6.8
E00431,P00336,Project Team Member,2025-05-07,2025-05-16,1,9.3,9.7,8.2
E00431,P00468,Project Team Member,2023-07-24,2023-08-01,1,8.7,9.7,7.8
E00431,P00681,Project Team Member,2026-01-22,2026-02-06,1,7.0,8.3,7.0
E00431,P00787,Project Team Member,2026-04-03,2026-04-14,1,6.6,6.8,6.8
E00431,P00809,Project Team Member,2025-02-02,2025-03-13,2,6.4,6.1,6.7
E00431,P00810,Project Team Member,2025-08-10,2025-08-17,1,5.7,5.0,6.4
E00431,P00891,Project Team Member,2024-01-30,2024-02-09,1,9.1,9.7,8.0
E00432,P00046,Contributor,2025-02-07,2025-02-17,1,7.9,8.7,7.0
E00432,P00065,Contributor,2024-09-24,2024-10-09,1,7.7,8.9,7.0
E00432,P00068,Contributor,2026-03-04,2026-03-17,1,6.8,7.1,6.5
E00432,P00085,Contributor,2023-04-28,2023-05-16,1,7.7,8.9,7.0
E00432,P00258,Contributor,2024-02-25,2024-02-28,1,6.1,7.4,6.2
E00432,P00283,Contributor,2026-04-22,2026-05-09,1,6.4,6.4,6.3
E00432,P00331,Contributor,2025-01-22,2025-02-17,1,8.6,8.8,7.4
E00432,P00498,Contributor,2026-02-08,2026-02-15,1,6.7,6.2,6.4
E00432,P00512,Contributor,2024-06-19,2024-06-30,1,5.5,5.0,5.8
E00432,P00547,Contributor,2024-08-07,2024-08-17,1,6.1,5.1,6.2
E00432,P00568,Contributor,2024-09-18,2024-09-24,1,7.2,7.9,6.7
E00432,P00570,Contributor,2025-12-03,2025-12-05,1,7.3,8.1,6.8
E00432,P00588,Contributor,2026-03-25,2026-04-07,1,6.7,7.0,6.4
E00432,P00631,Contributor,2024-03-22,2024-04-03,1,7.3,8.4,6.8
E00432,P00810,Contributor,2025-11-27,2025-12-02,1,6.1,6.5,6.2
E00432,P00813,Contributor,2025-01-20,2025-01-30,1,7.2,7.1,6.7
E00432,P00818,Contributor,2023-10-31,2023-11-02,1,5.5,5.0,5.8
E00432,P00889,Contributor,2025-01-21,2025-02-01,1,5.5,5.0,5.8
E00433,P00004,Coordinator,2024-03-29,2024-04-05,1,5.5,5.0,6.6
E00433,P00171,Coordinator,2024-08-27,2024-08-31,1,7.2,8.5,7.5
E00433,P00418,Coordinator,2023-02-01,2023-04-24,2,8.3,9.2,8.0
E00433,P00443,Coordinator,2023-06-28,2023-07-03,1,5.5,5.0,6.6
E00433,P00539,Coordinator,2024-08-07,2024-08-08,1,6.7,7.6,7.2
E00433,P00659,Coordinator,2023-03-28,2023-04-12,1,5.5,5.0,6.6
E00433,P00751,Coordinator,2025-01-27,2025-02-02,1,7.2,6.2,7.5
E00433,P00809,Coordinator,2024-12-26,2025-01-18,1,6.4,7.7,7.1
E00433,P00813,Coordinator,2023-11-18,2023-11-20,1,7.1,7.8,7.4
E00433,P00854,Coordinator,2025-12-07,2025-12-31,1,8.7,9.5,8.2
E00433,P00872,Coordinator,2023-04-10,2023-04-13,1,5.5,5.0,6.6
E00433,P00878,Coordinator,2026-02-24,2026-03-01,1,6.3,6.8,7.0
E00434,P00058,Specialist,2025-11-15,2025-11-17,1,7.1,7.8,7.8
E00434,P00135,Specialist,2023-11-08,2023-11-13,1,7.8,9.0,8.2
E00434,P00208,Specialist,2024-10-22,2024-10-28,1,5.5,5.0,7.0
E00434,P00533,Specialist,2025-09-08,2025-09-11,1,5.5,5.0,7.0
E00434,P00613,Specialist,2026-03-30,2026-04-13,1,6.4,7.8,7.5
E00434,P00616,Specialist,2025-02-15,2025-02-26,1,8.0,9.4,8.3
E00434,P00683,Specialist,2025-02-14,2025-02-25,1,5.9,5.6,7.2
E00434,P00752,Specialist,2025-05-10,2025-05-18,1,7.3,8.5,8.0
E00435,P00019,Project Team Member,2026-04-13,2026-04-22,1,9.0,9.7,9.2
E00435,P00025,Project Team Member,2025-03-23,2025-03-31,1,7.6,8.6,8.5
E00435,P00060,Project Team Member,2025-03-14,2025-03-26,1,6.4,6.1,7.9
E00435,P00152,Project Team Member,2026-01-16,2026-01-19,1,5.5,5.0,7.4
E00435,P00217,Project Team Member,2025-07-08,2025-07-15,1,6.1,6.0,7.8
E00435,P00400,Project Team Member,2024-01-25,2024-02-22,1,7.5,7.5,8.4
E00435,P00622,Project Team Member,2024-09-19,2024-10-16,1,6.4,7.1,7.9
E00435,P00681,Project Team Member,2026-01-04,2026-01-18,1,5.8,6.7,7.6
E00435,P00764,Project Team Member,2024-12-21,2024-12-30,1,6.1,7.1,7.8
E00435,P00771,Project Team Member,2024-10-06,2024-10-08,1,6.4,6.6,7.9
E00435,P00859,Project Team Member,2026-04-06,2026-03-13,1,5.5,5.0,7.4
E00435,P00893,Project Team Member,2026-02-18,2026-02-27,1,5.8,6.2,7.6
E00436,P00033,Project Team Member,2024-12-26,2025-01-06,1,8.7,9.7,8.4
E00436,P00054,Project Team Member,2023-03-02,2023-03-10,1,6.9,8.2,7.4
E00436,P00329,Project Team Member,2023-12-21,2024-01-05,1,8.1,7.9,8.0
E00436,P00479,Project Team Member,2025-08-08,2025-08-12,1,5.5,5.0,6.8
E00436,P00580,Project Team Member,2025-05-19,2025-05-30,1,8.1,8.9,8.0
E00436,P00584,Project Team Member,2024-04-05,2024-04-27,1,7.0,7.7,7.5
E00436,P00588,Project Team Member,2026-03-25,2026-04-06,1,5.5,5.0,6.8
E00436,P00592,Project Team Member,2024-09-23,2024-10-14,1,5.5,5.0,6.8
E00436,P00631,Project Team Member,2024-03-30,2024-04-10,1,7.4,8.6,7.7
E00437,P00300,Contributor,2023-07-03,2023-07-15,1,5.9,5.9,7.6
E00437,P00301,Contributor,2023-06-01,2023-09-03,2,6.8,7.2,8.1
E00437,P00512,Contributor,2024-03-16,2024-03-29,1,7.4,8.7,8.4
E00438,P00173,Contributor,2025-10-06,2025-10-19,1,5.5,5.3,6.2
E00438,P00283,Contributor,2026-04-22,2026-05-03,1,8.0,9.3,7.4
E00438,P00364,Contributor,2025-04-27,2025-05-08,1,5.5,5.0,6.2
E00438,P00441,Contributor,2026-03-16,2026-03-30,1,5.5,5.0,6.2
E00438,P00621,Contributor,2024-05-29,2024-06-25,1,7.8,9.1,7.3
E00438,P00753,Contributor,2023-07-27,2023-07-30,1,5.9,7.0,6.4
E00438,P00768,Contributor,2023-11-18,2023-12-01,1,8.0,9.3,7.4
E00438,P00770,Contributor,2024-11-26,2024-11-30,1,6.7,6.9,6.8
E00439,P00006,Specialist,2024-08-21,2024-09-06,1,5.5,5.0,6.0
E00439,P00061,Specialist,2023-04-02,2023-04-09,1,5.5,5.2,6.0
E00439,P00182,Specialist,2024-01-06,2024-02-01,1,5.5,5.0,6.0
E00439,P00235,Specialist,2023-11-15,2023-11-23,1,5.5,5.0,6.0
E00439,P00717,Specialist,2025-11-19,2025-11-27,1,7.0,8.4,6.7
E00439,P00727,Specialist,2024-01-29,2024-03-09,2,8.4,9.3,7.4
E00439,P00891,Specialist,2023-10-31,2023-11-06,1,6.5,7.2,6.4
E00440,P00018,Contributor,2025-01-30,2025-02-02,1,7.6,8.9,7.8
E00440,P00152,Contributor,2026-02-18,2026-02-27,1,7.3,8.7,7.6
E00440,P00283,Contributor,2026-04-22,2026-05-15,1,6.1,7.0,7.0
E00440,P00367,Contributor,2025-03-18,2025-03-24,1,7.5,8.4,7.8
E00440,P00445,Contributor,2024-12-24,2025-01-03,1,7.2,8.3,7.6
E00440,P00643,Contributor,2025-07-09,2025-07-23,1,8.0,8.1,8.0
E00440,P00883,Contributor,2026-02-22,2026-02-27,1,6.8,6.7,7.4
E00441,P00043,Project Team Member,2023-10-26,2023-10-29,1,5.5,5.0,7.0
E00441,P00088,Project Team Member,2025-01-29,2025-02-10,1,8.0,9.3,8.2
E00441,P00125,Project Team Member,2025-06-13,2025-06-20,1,7.3,8.4,7.8
E00441,P00400,Project Team Member,2024-08-07,2024-08-07,1,6.4,7.0,7.4
E00442,P00128,Project Team Member,2024-05-27,2024-06-04,1,9.7,9.7,8.8
E00442,P00207,Project Team Member,2024-10-21,2024-10-23,1,5.5,5.0,6.8
E00442,P00239,Project Team Member,2025-02-09,2025-02-18,1,5.5,5.3,6.8
E00442,P00317,Project Team Member,2024-05-23,2024-05-29,1,6.3,7.2,7.2
E00442,P00479,Project Team Member,2025-08-09,2025-08-12,1,6.4,7.3,7.2
E00442,P00590,Project Team Member,2026-03-23,2026-04-21,1,5.5,5.0,6.8
E00442,P00735,Project Team Member,2024-03-25,2024-04-07,1,8.0,8.6,8.0
E00442,P00764,Project Team Member,2024-06-15,2024-06-17,1,6.3,7.3,7.2
E00442,P00896,Project Team Member,2024-03-03,2024-03-18,1,8.5,9.1,8.2
E00443,P00004,Project Team Member,2024-11-15,2024-12-05,1,6.9,8.2,6.6
E00443,P00107,Project Team Member,2026-04-16,2026-04-29,1,6.6,7.1,6.4
E00443,P00550,Project Team Member,2023-07-27,2023-08-26,1,6.2,7.2,6.2
E00444,P00323,Contributor,2025-09-08,2025-09-12,1,6.1,5.1,7.0
E00444,P00568,Contributor,2024-09-24,2024-10-07,1,7.2,6.5,7.6
E00444,P00736,Contributor,2025-09-18,2025-10-04,1,7.1,8.1,7.6
E00445,P00108,Contributor,2025-05-21,2025-05-29,1,5.5,5.0,6.2
E00445,P00653,Contributor,2026-03-19,2026-03-29,1,8.0,9.3,7.4
E00445,P00777,Contributor,2025-01-31,2025-02-12,1,6.8,7.9,6.8
E00446,P00012,Project Team Member,2025-10-09,2025-11-08,1,5.6,5.9,7.1
E00446,P00019,Project Team Member,2026-04-13,2026-05-05,2,7.3,7.6,8.0
E00446,P00278,Project Team Member,2024-04-26,2024-05-21,1,5.5,5.0,7.0
E00446,P00584,Project Team Member,2024-08-29,2024-09-20,1,5.9,6.0,7.2
E00447,P00027,Project Team Member,2026-01-24,2026-02-06,1,7.0,6.6,7.7
E00447,P00046,Project Team Member,2025-02-17,2025-02-24,1,6.4,6.8,7.4
E00447,P00061,Project Team Member,2023-04-02,2023-04-07,1,6.1,6.6,7.2
E00447,P00076,Project Team Member,2026-01-04,2026-02-02,1,8.1,7.9,8.2
E00447,P00085,Project Team Member,2023-09-18,2023-09-28,1,6.5,6.8,7.4
E00447,P00202,Project Team Member,2024-04-07,2024-04-26,1,5.5,5.0,7.0
E00447,P00247,Project Team Member,2025-12-14,2025-12-28,1,5.5,5.0,7.0
E00447,P00346,Project Team Member,2026-01-19,2026-01-22,1,6.3,6.3,7.4
E00447,P00428,Project Team Member,2025-04-02,2025-04-04,1,5.8,6.6,7.1
E00447,P00448,Project Team Member,2024-08-08,2024-08-23,1,6.9,8.2,7.6
E00447,P00521,Project Team Member,2023-07-19,2023-10-13,2,7.3,8.0,7.8
E00447,P00570,Project Team Member,2025-08-31,2025-12-21,2,6.4,5.7,7.4
E00447,P00584,Project Team Member,2024-04-20,2024-05-01,1,7.2,8.2,7.8
E00447,P00623,Project Team Member,2024-01-03,2024-01-11,1,5.5,5.9,7.0
E00447,P00646,Project Team Member,2024-06-14,2024-06-24,1,6.2,5.7,7.3
E00447,P00765,Project Team Member,2024-10-17,2024-10-31,1,6.0,6.2,7.2
E00447,P00778,Project Team Member,2024-07-13,2024-07-21,1,7.2,8.4,7.8
E00447,P00797,Project Team Member,2023-12-17,2024-01-13,1,8.8,9.7,8.6
E00447,P00831,Project Team Member,2025-12-27,2025-12-30,1,6.6,8.0,7.5
E00447,P00883,Project Team Member,2026-01-14,2026-01-28,1,9.7,9.7,9.0
E00448,P00128,Project Team Member,2024-03-09,2024-03-22,1,7.5,8.7,7.4
E00448,P00152,Project Team Member,2026-02-21,2026-02-23,1,6.8,7.1,7.0
E00448,P00226,Project Team Member,2025-09-08,2025-09-17,1,5.5,5.0,6.4
E00448,P00456,Project Team Member,2025-04-01,2025-04-11,1,7.0,7.7,7.1
E00448,P00460,Project Team Member,2025-05-21,2025-06-04,1,5.5,5.1,6.4
E00448,P00831,Project Team Member,2025-12-15,2025-12-24,1,6.2,7.4,6.7
E00449,P00275,Specialist,2026-02-10,2026-02-20,1,5.5,5.7,6.6
E00449,P00436,Specialist,2024-04-14,2024-04-28,1,7.1,7.9,7.4
E00449,P00444,Specialist,2024-12-05,2024-12-17,1,6.3,6.7,7.0
E00449,P00514,Specialist,2024-11-24,2024-11-29,1,6.2,5.8,6.9
E00449,P00529,Specialist,2023-09-02,2023-09-23,1,6.1,7.0,6.8
E00450,P00108,Contributor,2025-06-27,2025-07-06,1,5.8,5.7,6.4
E00450,P00468,Contributor,2023-07-15,2023-07-17,1,9.6,9.7,8.3
E00450,P00760,Contributor,2023-04-11,2023-04-26,1,5.5,5.9,6.2
E00451,P00015,Project Team Member,2025-09-05,2025-09-09,1,5.5,5.0,6.8
E00451,P00043,Project Team Member,2023-10-10,2023-10-22,1,7.7,7.1,7.8
E00451,P00122,Project Team Member,2025-05-11,2025-05-21,1,6.7,7.5,7.4
E00451,P00847,Project Team Member,2023-05-23,2023-06-03,1,7.8,9.2,7.9
E00452,P00040,Coordinator,2023-09-07,2023-09-11,1,7.7,7.8,8.2
E00452,P00085,Coordinator,2023-10-15,2023-10-27,1,7.4,7.5,8.1
E00452,P00171,Coordinator,2024-09-14,2024-10-08,1,6.8,8.0,7.8
E00452,P00204,Coordinator,2025-08-30,2025-09-04,1,5.5,5.0,7.2
E00452,P00247,Coordinator,2025-11-19,2025-11-27,1,8.8,9.7,8.8
E00452,P00574,Coordinator,2025-05-20,2025-05-23,1,6.6,7.5,7.7
E00452,P00587,Coordinator,2023-12-21,2023-12-30,1,5.5,5.0,7.2
E00452,P00597,Coordinator,2024-05-20,2024-05-28,1,6.0,5.8,7.4
E00452,P00616,Coordinator,2024-11-20,2024-12-10,1,9.0,9.7,8.9
E00452,P00661,Coordinator,2023-08-26,2023-08-29,1,8.0,9.3,8.4
E00452,P00685,Coordinator,2026-02-24,2026-03-23,1,8.0,9.3,8.4
E00452,P00880,Coordinator,2026-01-19,2026-01-25,1,6.5,7.5,7.6
E00453,P00022,Project Team Member,2025-03-19,2025-03-31,1,7.0,7.7,7.1
E00453,P00205,Project Team Member,2024-09-04,2024-09-15,1,7.1,6.6,7.2
E00453,P00207,Project Team Member,2024-09-18,2024-10-01,1,7.6,8.9,7.4
E00453,P00217,Project Team Member,2024-10-17,2024-10-30,1,8.5,9.5,7.8
E00453,P00237,Project Team Member,2025-03-24,2025-04-08,1,5.8,5.9,6.5
E00453,P00325,Project Team Member,2026-04-15,2026-04-18,1,5.5,5.0,6.4
E00453,P00331,Project Team Member,2025-02-01,2025-02-09,1,5.5,5.0,6.4
E00453,P00356,Project Team Member,2026-01-05,2026-01-29,1,7.4,8.4,7.3
E00453,P00498,Project Team Member,2025-10-11,2025-10-26,1,7.1,8.1,7.2
E00453,P00590,Project Team Member,2026-03-07,2026-03-14,1,6.6,7.5,6.9
E00453,P00591,Project Team Member,2023-09-04,2023-10-02,1,6.0,6.3,6.6
E00453,P00592,Project Team Member,2024-10-09,2024-10-22,1,6.7,8.0,7.0
E00453,P00666,Project Team Member,2023-09-28,2023-10-10,1,6.8,8.1,7.0
E00453,P00671,Project Team Member,2023-12-20,2023-12-29,1,6.3,7.0,6.8
E00453,P00682,Project Team Member,2024-06-09,2024-06-21,1,6.1,6.7,6.6
E00453,P00704,Project Team Member,2025-05-03,2025-05-15,1,6.9,7.4,7.0
E00453,P00778,Project Team Member,2024-12-28,2025-01-01,1,5.9,5.2,6.6
E00453,P00790,Project Team Member,2025-09-27,2025-10-04,1,6.2,6.4,6.7
E00454,P00056,Project Team Member,2025-12-08,2025-12-14,1,5.5,5.0,7.0
E00454,P00498,Project Team Member,2025-12-11,2025-12-13,1,5.5,5.0,7.0
E00454,P00676,Project Team Member,2026-03-05,2026-02-18,1,6.4,6.5,7.4
E00454,P00689,Project Team Member,2026-02-17,2026-03-04,1,7.0,8.3,7.7
E00454,P00863,Project Team Member,2025-09-17,2025-09-19,1,6.4,7.7,7.4
E00454,P00896,Project Team Member,2024-07-04,2024-07-08,1,7.4,8.4,7.9
E00455,P00006,Coordinator,2024-09-04,2024-09-06,1,6.9,7.5,7.2
E00455,P00076,Coordinator,2026-01-24,2026-02-03,1,5.5,5.0,6.6
E00455,P00235,Coordinator,2023-11-02,2023-11-16,1,6.0,5.7,6.8
E00455,P00300,Coordinator,2023-04-13,2023-04-17,1,7.2,8.0,7.4
E00455,P00390,Coordinator,2025-04-22,2025-05-04,1,8.0,9.4,7.8
E00455,P00521,Coordinator,2023-07-02,2023-07-06,1,6.5,6.5,7.0
E00455,P00605,Coordinator,2026-03-24,2026-03-29,1,5.5,6.2,6.6
E00455,P00790,Coordinator,2025-07-02,2025-07-07,1,5.5,5.0,6.6
E00455,P00848,Coordinator,2025-07-19,2025-11-28,2,6.8,6.7,7.2
E00456,P00015,Contributor,2026-03-16,2026-03-28,1,6.9,8.2,7.0
E00456,P00051,Contributor,2024-11-18,2024-12-07,2,7.3,7.9,7.2
E00456,P00184,Contributor,2025-04-16,2025-04-18,1,5.5,5.0,6.4
E00456,P00302,Contributor,2024-04-03,2024-04-23,1,7.0,7.5,7.1
E00456,P00400,Contributor,2024-01-18,2024-01-30,1,6.8,6.2,7.0
E00456,P00445,Contributor,2024-11-27,2024-12-05,1,7.9,8.7,7.6
E00456,P00574,Contributor,2024-10-24,2024-10-29,1,5.5,5.0,6.4
E00456,P00577,Contributor,2025-11-14,2025-11-28,1,9.7,9.7,8.4
E00456,P00725,Contributor,2026-04-13,2026-04-19,1,6.0,6.1,6.6
E00456,P00771,Contributor,2024-11-08,2024-11-21,1,7.5,8.7,7.4
E00456,P00848,Contributor,2025-09-08,2025-09-13,1,6.3,6.3,6.8
E00457,P00125,Project Team Member,2025-08-30,2025-09-26,1,5.6,6.3,6.8
E00457,P00235,Project Team Member,2024-09-27,2024-10-04,1,7.7,8.8,7.8
E00457,P00700,Project Team Member,2024-11-07,2024-11-09,1,7.5,6.7,7.8
E00457,P00847,Project Team Member,2023-11-06,2023-11-13,1,8.0,9.3,8.0
E00458,P00030,Project Team Member,2024-05-25,2024-05-25,1,5.5,5.0,6.2
E00458,P00033,Project Team Member,2024-08-01,2024-08-03,1,6.5,7.9,6.8
E00458,P00040,Project Team Member,2023-09-15,2023-09-23,1,6.7,8.0,6.8
E00458,P00060,Project Team Member,2024-11-26,2024-12-01,1,7.5,8.7,7.2
E00458,P00076,Project Team Member,2026-01-14,2026-01-18,1,8.4,8.4,7.7
E00458,P00107,Project Team Member,2026-04-16,2026-04-24,1,5.8,6.1,6.4
E00458,P00166,Project Team Member,2023-12-03,2023-12-11,1,9.3,9.7,8.2
E00458,P00168,Project Team Member,2023-01-25,2023-03-21,2,6.9,7.2,7.0
E00458,P00203,Project Team Member,2024-12-07,2024-12-21,1,7.8,9.2,7.4
E00458,P00334,Project Team Member,2025-08-22,2025-08-26,1,5.9,5.2,6.4
E00458,P00391,Project Team Member,2023-12-05,2024-04-18,2,5.8,5.0,6.4
E00458,P00439,Project Team Member,2024-03-23,2024-03-30,1,8.2,8.8,7.6
E00458,P00460,Project Team Member,2025-10-29,2025-11-06,1,7.2,7.8,7.1
E00458,P00525,Project Team Member,2026-02-28,2026-03-12,1,5.5,5.0,6.2
E00458,P00528,Project Team Member,2024-01-05,2024-01-20,1,5.9,5.6,6.4
E00458,P00754,Project Team Member,2025-08-08,2025-08-14,1,7.0,7.1,7.0
E00458,P00837,Project Team Member,2023-11-26,2023-12-10,1,5.5,5.5,6.2
E00458,P00869,Project Team Member,2025-02-16,2025-02-21,1,5.5,5.0,6.2
E00459,P00145,Project Team Member,2026-04-06,2026-03-14,1,7.1,7.8,7.4
E00459,P00528,Project Team Member,2023-12-04,2023-12-13,1,5.9,5.9,6.8
E00459,P00591,Project Team Member,2023-07-23,2023-08-06,1,8.0,9.3,7.8
E00459,P00605,Project Team Member,2025-03-12,2025-03-23,1,6.3,7.6,7.0
E00460,P00012,Project Team Member,2025-04-23,2025-04-25,1,6.0,5.7,6.5
E00460,P00046,Project Team Member,2025-07-11,2025-07-13,1,6.1,6.0,6.6
E00460,P00332,Project Team Member,2025-08-26,2025-08-31,1,7.9,9.2,7.4
E00460,P00346,Project Team Member,2026-01-23,2026-01-26,1,7.3,6.8,7.2
E00460,P00454,Project Team Member,2024-06-11,2024-06-16,1,7.7,8.4,7.4
E00460,P00555,Project Team Member,2024-06-06,2024-06-14,1,5.6,5.9,6.3
E00460,P00603,Project Team Member,2023-12-18,2024-01-01,1,5.5,5.0,6.2
E00460,P00622,Project Team Member,2024-10-10,2024-10-25,1,5.5,6.0,6.2
E00460,P00674,Project Team Member,2024-04-07,2024-04-18,1,9.0,9.7,8.0
E00460,P00863,Project Team Member,2025-10-01,2025-10-11,2,7.6,8.2,7.3
E00461,P00128,Project Team Member,2024-06-15,2024-06-24,1,5.5,5.0,7.6
E00461,P00235,Project Team Member,2024-09-13,2024-09-17,1,7.2,6.2,8.5
E00461,P00251,Project Team Member,2026-02-09,2026-02-16,1,5.7,5.0,7.8
E00461,P00580,Project Team Member,2025-06-23,2025-07-08,1,6.4,6.5,8.1
E00461,P00808,Project Team Member,2024-02-02,2024-02-05,1,5.5,5.0,7.6
E00461,P00863,Project Team Member,2025-07-23,2025-07-26,1,7.4,8.8,8.6
E00461,P00865,Project Team Member,2023-04-09,2023-05-01,1,5.9,5.2,7.8
E00462,P00054,Project Team Member,2023-05-10,2023-05-19,1,6.4,6.5,7.2
E00462,P00317,Project Team Member,2023-11-18,2023-11-29,1,5.5,5.0,6.8
E00462,P00362,Project Team Member,2023-12-23,2024-01-04,1,7.1,8.3,7.6
E00462,P00441,Project Team Member,2026-03-23,2026-03-29,1,8.0,9.3,8.0
E00462,P00524,Project Team Member,2023-09-23,2023-10-06,1,5.8,6.7,6.9
E00462,P00580,Project Team Member,2025-05-01,2025-05-14,1,7.8,9.2,7.9
E00462,P00584,Project Team Member,2024-07-12,2024-07-19,1,7.6,8.3,7.8
E00462,P00726,Project Team Member,2024-09-20,2024-09-29,1,7.4,8.3,7.7
E00462,P00778,Project Team Member,2024-11-24,2024-11-28,1,9.0,9.7,8.5
E00462,P00797,Project Team Member,2024-03-04,2024-03-09,1,9.2,9.7,8.6
E00462,P00863,Project Team Member,2025-08-21,2025-08-23,1,5.5,5.0,6.8
E00463,P00881,Contributor,2023-08-23,2023-09-01,1,7.0,7.5,7.2
E00464,P00117,Specialist,2026-03-04,2026-03-09,1,5.5,5.0,6.8
E00464,P00301,Specialist,2023-07-29,2023-08-19,1,5.5,5.0,6.8
E00464,P00400,Specialist,2024-01-26,2024-02-09,1,5.5,5.0,6.8
E00464,P00551,Specialist,2023-07-08,2023-07-16,1,8.0,9.3,8.1
E00465,P00054,Contributor,2023-02-09,2023-02-16,1,7.2,8.0,7.5
E00465,P00171,Contributor,2024-03-24,2024-03-26,1,6.7,7.2,7.2
E00465,P00203,Contributor,2024-03-15,2024-03-17,1,6.2,6.7,7.0
E00465,P00237,Contributor,2025-03-18,2025-03-27,1,5.5,5.0,6.6
