employee_id,available_from,available_to,allocation_percent,availability_status
E01719,2026-04-01,2026-05-07,80,Partially Available
E01720,2026-04-16,2026-05-03,100,Fully Allocated
E01721,2026-04-01,2026-05-19,60,Available
E01722,2026-04-16,2026-05-04,100,Fully Allocated
E01723,2026-04-01,2026-05-31,30,Available
E01724,2026-04-01,2026-05-17,50,Available
E01725,2026-04-01,2026-05-22,10,Available
E01726,2026-04-01,2026-06-28,60,Available
E01727,2026-04-01,2026-06-23,40,Available
E01728,2026-04-01,2026-06-21,30,Available
E01729,2026-04-16,2026-05-07,100,Fully Allocated
E01730,2026-04-01,2026-06-19,30,Available
E01731,2026-04-06,2026-04-29,90,Partially Available
E01732,2026-04-01,2026-05-22,10,Available
E01733,2026-04-01,2026-05-14,70,Partially Available
E01734,2026-04-01,2026-05-02,70,Partially Available
E01735,2026-04-01,2026-06-25,30,Available
E01736,2026-04-01,2026-05-11,80,Partially Available
E01737,2026-04-01,2026-05-31,60,Available
E01738,2026-04-01,2026-06-24,30,Available
E01739,2026-04-01,2026-06-28,20,Available
E01740,2026-04-16,2026-05-03,100,Fully Allocated
E01741,2026-04-16,2026-04-28,100,Fully Allocated
E01742,2026-04-01,2026-05-12,10,Available
E01743,2026-04-01,2026-06-12,30,Available
E01744,2026-04-01,2026-05-27,50,Available
E01745,2026-04-16,2026-05-09,100,Fully Allocated
E01746,2026-04-01,2026-04-25,80,Partially Available
E01747,2026-04-06,2026-05-03,90,Partially Available
E01748,2026-04-01,2026-04-20,80,Partially Available
E01749,2026-04-01,2026-05-04,10,Available
E01750,2026-04-01,2026-06-08,50,Available
E01751,2026-04-01,2026-04-30,70,Partially Available
E01752,2026-04-01,2026-05-02,60,Available
E01753,2026-04-01,2026-06-18,10,Available
E01754,2026-04-01,2026-06-24,40,Available
E01755,2026-04-16,2026-05-13,100,Fully Allocated
E01756,2026-04-01,2026-05-08,30,Available
E01757,2025-08-19,2025-09-18,90,Partially Available
E01758,2026-04-01,2026-05-20,30,Available
E01759,2026-04-01,2026-05-24,30,Available
E01760,2026-04-01,2026-05-12,80,Partially Available
E01761,2026-04-01,2026-06-04,40,Available
E01762,2026-04-16,2026-05-15,100,Fully Allocated
E01763,2026-04-01,2026-06-23,60,Available
E01764,2026-04-01,2026-05-17,50,Available
E01765,2026-04-06,2026-04-25,90,Partially Available
E01766,2026-04-01,2026-04-29,80,Partially Available
E01767,2026-04-01,2026-05-14,40,Available
E01768,2026-04-01,2026-06-15,40,Available
E01769,2026-04-01,2026-04-26,80,Partially Available
E01770,2026-04-01,2026-05-13,70,Partially Available
E01771,2026-04-01,2026-05-31,60,Available
E01772,2026-04-01,2026-05-20,20,Available
E01773,2026-04-01,2026-04-28,80,Partially Available
E01774,2026-04-16,2026-05-14,100,Fully Allocated
E01775,2026-04-16,2026-05-01,100,Fully Allocated
E01776,2026-04-01,2026-05-05,80,Partially Available
E01777,2026-04-01,2026-06-03,20,Available
E01778,2026-04-06,2026-05-02,90,Partially Available
E01779,2026-04-01,2026-04-23,80,Partially Available
E01780,2026-04-16,2026-05-08,100,Fully Allocated
E01781,2026-04-01,2026-04-16,80,Partially Available
E01782,2026-04-01,2026-05-16,20,Available
E01783,2026-04-01,2026-05-06,50,Available
E01784,2026-04-01,2026-05-20,30,Available
E01785,2026-04-01,2026-05-06,30,Available
E01786,2026-04-01,2026-06-04,60,Available
E01787,2026-04-01,2026-06-10,30,Available
E01788,2026-04-01,2026-05-04,80,Partially Available
E01789,2026-04-16,2026-04-25,100,Fully Allocated
E01790,2026-04-01,2026-05-21,50,Available
E01791,2026-04-01,2026-05-07,50,Available
E01792,2026-04-01,2026-05-14,50,Available
E01793,2026-04-01,2026-05-30,40,Available
E01794,2026-04-01,2026-05-07,80,Partially Available
E01795,2026-04-01,2026-04-29,80,Partially Available
E01796,2026-04-01,2026-05-08,70,Partially Available
E01797,2026-04-01,2026-05-25,60,Available
E01798,2026-04-01,2026-04-18,80,Partially Available
E01799,2026-04-01,2026-05-05,40,Available
E01800,2026-04-01,2026-05-05,10,Available
E01801,2026-04-16,2026-05-11,100,Fully Allocated
E01802,2026-04-01,2026-06-28,50,Available
E01803,2026-04-01,2026-04-25,70,Partially Available
E01804,2026-04-01,2026-05-09,60,Available
E01805,2026-04-01,2026-05-14,70,Partially Available
E01806,2026-04-01,2026-06-17,40,Available
E01807,2026-04-01,2026-06-10,40,Available
E01808,2026-04-01,2026-06-07,40,Available
E01809,2026-04-01,2026-06-06,10,Available
E01810,2026-04-16,2026-04-26,100,Fully Allocated
E01811,2026-04-01,2026-05-20,10,Available
E01812,2026-04-01,2026-05-21,10,Available
E01813,2026-04-01,2026-06-19,20,Available
E01814,2026-04-01,2026-06-17,50,Available
E01815,2026-04-01,2026-05-09,80,Partially Available
E01816,2026-04-01,2026-06-29,20,Available
E01817,2026-04-01,2026-05-07,10,Available
E01818,2026-04-01,2026-06-15,40,Available
E01819,2026-04-01,2026-05-15,80,Partially Available
E01820,2026-04-01,2026-05-08,80,Partially Available
E01821,2026-04-16,2026-05-09,100,Fully Allocated
E01822,2026-04-01,2026-05-08,20,Available
E01823,2026-04-01,2026-05-11,30,Available
E01824,2026-04-01,2026-05-02,80,Partially Available
E01825,2026-04-16,2026-05-06,100,Fully Allocated
E01826,2026-04-01,2026-04-24,80,Partially Available
E01827,2026-04-01,2026-04-21,80,Partially Available
E01828,2026-04-16,2026-04-30,100,Fully Allocated
E01829,2026-04-01,2026-05-17,30,Available
E01830,2026-04-01,2026-06-23,50,Available
E01831,2026-04-01,2026-05-13,30,Available
E01832,2026-04-01,2026-06-14,30,Available
E01833,2026-04-01,2026-05-17,10,Available
E01834,2026-04-01,2026-05-04,80,Partially Available
E01835,2026-04-01,2026-04-17,80,Partially Available
E01836,2026-04-01,2026-05-30,20,Available
E01837,2026-04-01,2026-06-01,30,Available
E01838,2026-04-01,2026-06-19,10,Available
E01839,2026-04-01,2026-04-19,70,Partially Available
E01840,2026-04-06,2026-04-27,90,Partially Available
E01841,2026-04-06,2026-05-18,90,Partially Available
E01842,2026-04-01,2026-05-16,40,Available
E01843,2026-04-06,2026-05-09,90,Partially Available
E01844,2026-04-01,2026-05-15,10,Available
E01845,2026-04-01,2026-06-24,30,Available
E01846,2026-04-06,2026-05-15,90,Partially Available
E01847,2026-04-01,2026-05-14,30,Available
E01848,2026-04-01,2026-04-28,70,Partially Available
E01849,2026-04-01,2026-05-05,70,Partially Available
E01850,2026-04-01,2026-05-07,50,Available
E01851,2026-04-01,2026-04-30,70,Partially Available
E01852,2026-04-01,2026-06-02,50,Available
E01853,2026-04-06,2026-04-22,90,Partially Available
E01854,2026-04-01,2026-05-09,80,Partially Available
E01855,2026-04-01,2026-04-18,80,Partially Available
E01856,2026-04-01,2026-05-21,30,Available
E01857,2026-04-01,2026-05-24,30,Available
E01858,2026-04-01,2026-06-06,60,Available
E01859,2026-04-01,2026-05-16,40,Available
E01860,2026-04-01,2026-05-13,80,Partially Available
E01861,2026-04-01,2026-05-02,70,Partially Available
E01862,2026-04-01,2026-05-29,60,Available
E01863,2026-04-01,2026-05-18,50,Available
E01864,2026-04-01,2026-05-11,80,Partially Available
E01865,2026-04-01,2026-05-01,80,Partially Available
E01866,2026-04-06,2026-05-01,90,Partially Available
E01867,2026-04-06,2026-04-23,90,Partially Available
E01868,2026-04-01,2026-06-11,30,Available
E01869,2026-04-01,2026-05-18,50,Available
E01870,2026-04-06,2026-05-06,90,Partially Available
E01871,2026-04-01,2026-04-24,70,Partially Available
E01872,2026-04-16,2026-05-13,100,Fully Allocated
E01873,2026-04-01,2026-05-01,30,Available
E01874,2026-04-01,2026-06-12,60,Available
E01875,2026-04-16,2026-05-03,100,Fully Allocated
E01876,2026-04-01,2026-05-27,60,Available
E01877,2026-04-06,2026-05-03,90,Partially Available
E01878,2026-04-01,2026-05-28,40,Available
E01879,2026-04-01,2026-04-23,80,Partially Available
E01880,2026-04-01,2026-06-20,30,Available
E01881,2026-04-01,2026-05-27,60,Available
E01882,2026-04-16,2026-05-01,100,Fully Allocated
E01883,2026-04-01,2026-06-26,50,Available
E01884,2026-04-01,2026-06-29,20,Available
E01885,2026-04-01,2026-06-07,50,Available
E01886,2026-04-01,2026-06-05,40,Available
E01887,2026-04-01,2026-05-13,80,Partially Available
E01888,2026-04-16,2026-05-01,100,Fully Allocated
E01889,2026-04-01,2026-05-27,10,Available
E01890,2026-04-01,2026-06-26,40,Available
E01891,2026-04-01,2026-06-16,10,Available
E01892,2026-04-01,2026-05-03,80,Partially Available
E01893,2026-04-01,2026-05-26,50,Available
E01894,2026-04-01,2026-06-23,30,Available
E01895,2026-04-01,2026-05-12,80,Partially Available
E01896,2026-04-01,2026-05-04,10,Available
E01897,2026-04-01,2026-06-20,30,Available
E01898,2026-04-06,2026-05-16,90,Partially Available
E01899,2026-04-01,2026-06-17,40,Available
E01900,2026-04-01,2026-06-07,30,Available
E01901,2026-04-06,2026-05-17,90,Partially Available
E01902,2026-04-01,2026-05-12,40,Available
E01903,2026-04-01,2026-04-30,80,Partially Available
E01904,2026-04-01,2026-04-30,80,Partially Available
E01905,2026-04-06,2026-05-05,90,Partially Available
E01906,2026-04-16,2026-05-08,100,Fully Allocated
E01907,2026-04-16,2026-05-06,100,Fully Allocated
E01908,2026-04-06,2026-04-28,90,Partially Available
E01909,2026-04-01,2026-06-26,30,Available
E01910,2026-04-06,2026-05-18,90,Partially Available
E01911,2026-04-01,2026-06-26,30,Available
E01912,2026-04-01,2026-05-31,50,Available
E01913,2026-04-01,2026-05-02,60,Available
E01914,2026-04-06,2026-05-05,90,Partially Available
E01915,2026-04-01,2026-05-14,80,Partially Available
E01916,2026-04-06,2026-04-28,90,Partially Available
E01917,2026-04-01,2026-04-26,80,Partially Available
E01918,2026-04-01,2026-05-01,80,Partially Available
E01919,2026-04-01,2026-05-08,40,Available
E01920,2026-04-01,2026-05-05,10,Available
E01921,2026-04-01,2026-05-05,70,Partially Available
E01922,2026-04-01,2026-06-26,60,Available
E01923,2026-04-01,2026-05-04,50,Available
E01924,2026-04-01,2026-05-12,50,Available
E01925,2026-04-01,2026-05-10,50,Available
E01926,2026-04-01,2026-05-04,50,Available
E01927,2026-04-01,2026-05-04,70,Partially Available
E01928,2026-04-01,2026-05-10,10,Available
E01929,2026-04-01,2026-05-29,20,Available
E01930,2026-04-01,2026-05-13,70,Partially Available
E01931,2026-04-01,2026-05-14,80,Partially Available
E01932,2026-04-01,2026-05-04,70,Partially Available
E01933,2026-04-01,2026-06-20,40,Available
E01934,2026-04-01,2026-06-12,50,Available
E01935,2026-04-01,2026-06-24,60,Available
E01936,2026-04-01,2026-05-13,30,Available
E01937,2026-04-01,2026-06-22,30,Available
E01938,2026-04-01,2026-06-26,30,Available
E01939,2026-04-01,2026-06-03,40,Available
E01940,2026-04-01,2026-06-15,50,Available
E01941,2026-04-16,2026-05-12,100,Fully Allocated
E01942,2026-04-01,2026-05-18,60,Available
E01943,2026-04-01,2026-06-28,40,Available
E01944,2026-04-16,2026-05-08,100,Fully Allocated
E01945,2026-04-16,2026-04-26,100,Fully Allocated
E01946,2026-04-01,2026-05-01,30,Available
E01947,2026-04-01,2026-05-26,50,Available
E01948,2026-04-01,2026-05-03,50,Available
E01949,2026-04-01,2026-06-13,60,Available
E01950,2026-04-01,2026-06-24,10,Available
E01951,2026-04-01,2026-06-29,10,Available
E01952,2026-04-01,2026-05-03,30,Available
E01953,2026-04-01,2026-05-21,40,Available
E01954,2026-04-01,2026-05-03,80,Partially Available
E01955,2026-04-01,2026-05-31,40,Available
E01956,2026-04-01,2026-06-25,30,Available
E01957,2026-04-01,2026-06-05,30,Available
E01958,2026-04-01,2026-06-18,50,Available
E01959,2026-04-16,2026-05-04,100,Fully Allocated
E01960,2026-04-01,2026-05-05,80,Partially Available
E01961,2026-04-01,2026-05-31,30,Available
E01962,2026-04-01,2026-05-08,30,Available
E01963,2026-04-01,2026-05-25,30,Available
E01964,2026-04-01,2026-06-18,30,Available
E01965,2026-04-06,2026-05-04,90,Partially Available
E01966,2026-04-01,2026-06-23,20,Available
E01967,2026-04-01,2026-05-20,50,Available
E01968,2026-04-01,2026-04-26,70,Partially Available
E01969,2026-04-01,2026-06-09,20,Available
E01970,2026-04-01,2026-05-01,10,Available
E01971,2026-04-01,2026-05-21,30,Available
E01972,2026-04-06,2026-05-07,90,Partially Available
E01973,2026-04-01,2026-06-21,10,Available
E01974,2026-04-01,2026-05-28,30,Available
E01975,2026-04-01,2026-05-18,40,Available
E01976,2026-04-01,2026-05-29,60,Available
E01977,2026-04-01,2026-04-25,80,Partially Available
E01978,2026-04-01,2026-05-09,60,Available
E01979,2026-04-01,2026-06-03,20,Available
E01980,2026-04-16,2026-05-12,100,Fully Allocated
E01981,2026-04-01,2026-05-31,40,Available
E01982,2026-04-01,2026-05-03,20,Available
E01983,2026-04-01,2026-05-01,50,Available
E01984,2026-04-01,2026-06-29,30,Available
E01985,2026-04-01,2026-04-16,70,Partially Available
E01986,2026-04-01,2026-06-19,40,Available
E01987,2026-04-01,2026-05-08,20,Available
E01988,2026-04-16,2026-05-10,100,Fully Allocated
E01989,2026-04-06,2026-05-20,90,Partially Available
E01990,2026-04-01,2026-06-02,40,Available
E01991,2026-04-01,2026-05-22,20,Available
E01992,2026-04-01,2026-05-02,70,Partially Available
E01993,2026-04-01,2026-06-11,50,Available
E01994,2026-04-01,2026-05-09,30,Available
E01995,2026-04-01,2026-05-22,10,Available
E01996,2026-04-01,2026-04-25,70,Partially Available
E01997,2026-04-01,2026-05-07,70,Partially Available
E01998,2026-04-01,2026-06-02,40,Available
E01999,2026-04-06,2026-05-06,90,Partially Available
E02000,2026-04-01,2026-04-22,80,Partially Available
E02001,2026-04-01,2026-05-03,40,Available
E02002,2026-04-16,2026-05-09,100,Fully Allocated
E02003,2026-04-01,2026-04-24,70,Partially Available
E02004,2026-04-01,2026-04-30,70,Partially Available
E02005,2026-04-01,2026-06-09,30,Available
E02006,2026-04-01,2026-06-05,60,Available
E02007,2026-04-01,2026-05-19,20,Available
E02008,2026-04-01,2026-06-03,60,Available
E02009,2026-04-01,2026-04-17,70,Partially Available
E02010,2026-04-01,2026-06-14,50,Available
E02011,2026-04-16,2026-05-11,100,Fully Allocated
E02012,2026-04-01,2026-06-02,20,Available
E02013,2026-04-01,2026-05-13,80,Partially Available
E02014,2026-04-01,2026-05-11,70,Partially Available
E02015,2026-04-01,2026-05-08,70,Partially Available
E02016,2026-04-01,2026-06-16,40,Available
E02017,2026-04-01,2026-06-03,20,Available
E02018,2026-04-01,2026-05-28,40,Available
E02019,2026-04-01,2026-05-16,20,Available
E02020,2026-04-01,2026-05-22,20,Available
E02021,2026-04-01,2026-05-28,30,Available
E02022,2026-04-01,2026-05-14,20,Available
E02023,2026-04-01,2026-05-06,10,Available
E02024,2026-04-01,2026-05-11,60,Available
E02025,2026-04-01,2026-06-15,40,Available
E02026,2026-04-16,2026-05-12,100,Fully Allocated
E02027,2026-04-01,2026-06-05,40,Available
E02028,2026-04-01,2026-05-02,70,Partially Available
E02029,2026-04-01,2026-05-16,20,Available
E02030,2026-04-01,2026-06-28,10,Available
E02031,2026-04-01,2026-05-06,10,Available
E02032,2026-04-06,2026-04-28,90,Partially Available
E02033,2026-04-01,2026-06-14,20,Available
E02034,2026-04-01,2026-05-11,70,Partially Available
E02035,2026-04-01,2026-06-05,40,Available
E02036,2026-04-01,2026-06-17,20,Available
E02037,2026-04-01,2026-05-02,80,Partially Available
E02038,2026-04-01,2026-05-04,20,Available
E02039,2026-04-01,2026-06-17,30,Available
E02040,2026-04-01,2026-06-03,60,Available
E02041,2026-04-01,2026-05-20,10,Available
E02042,2026-04-01,2026-05-09,80,Partially Available
E02043,2026-04-01,2026-06-14,60,Available
E02044,2026-04-01,2026-05-03,10,Available
E02045,2026-04-06,2026-05-18,90,Partially Available
E02046,2026-04-01,2026-05-30,30,Available
E02047,2026-04-01,2026-05-29,60,Available
E02048,2026-04-01,2026-05-06,70,Partially Available
E02049,2026-04-01,2026-04-25,70,Partially Available
E02050,2026-04-01,2026-05-27,40,Available
E02051,2026-04-16,2026-05-10,100,Fully Allocated
E02052,2026-04-01,2026-05-25,60,Available
E02053,2026-04-01,2026-05-03,60,Available
E02054,2026-04-06,2026-04-21,90,Partially Available
E02055,2026-04-16,2026-05-15,100,Fully Allocated
E02056,2026-04-01,2026-06-12,10,Available
E02057,2026-04-01,2026-05-05,10,Available
E02058,2026-04-01,2026-05-31,10,Available
E02059,2026-04-16,2026-04-25,100,Fully Allocated
E02060,2026-04-01,2026-06-12,10,Available
E02061,2026-04-06,2026-04-21,90,Partially Available
E02062,2026-04-06,2026-05-05,90,Partially Available
E02063,2026-04-01,2026-06-08,20,Available
E02064,2026-04-01,2026-05-09,70,Partially Available
E02065,2026-04-01,2026-06-28,60,Available
E02066,2026-04-01,2026-06-03,40,Available
E02067,2026-04-01,2026-06-16,30,Available
E02068,2026-04-16,2026-05-10,100,Fully Allocated
E02069,2026-04-01,2026-05-10,70,Partially Available
E02070,2026-04-01,2026-06-05,20,Available
E02071,2026-04-16,2026-04-23,100,Fully Allocated
E02072,2026-04-01,2026-05-09,40,Available
E02073,2026-04-01,2026-06-10,10,Available
E02074,2026-04-06,2026-05-12,90,Partially Available
E02075,2026-04-01,2026-06-07,60,Available
E02076,2026-04-01,2026-06-15,60,Available
E02077,2026-04-01,2026-06-10,40,Available
E02078,2026-04-01,2026-05-02,50,Available
E02079,2026-04-01,2026-06-10,40,Available
E02080,2026-04-06,2026-05-03,90,Partially Available
E02081,2026-04-01,2026-06-21,30,Available
E02082,2026-04-01,2026-05-20,50,Available
E02083,2026-04-06,2026-05-19,90,Partially Available
E02084,2026-04-01,2026-06-26,50,Available
E02085,2026-04-01,2026-05-23,40,Available
E02086,2026-04-01,2026-05-12,40,Available
E02087,2026-04-01,2026-05-10,20,Available
E02088,2026-04-06,2026-05-18,90,Partially Available
E02089,2026-04-01,2026-06-01,10,Available
E02090,2026-04-01,2026-05-15,80,Partially Available
E02091,2026-04-01,2026-05-05,10,Available
E02092,2026-04-01,2026-06-25,60,Available
E02093,2026-04-01,2026-06-13,30,Available
E02094,2026-04-01,2026-05-29,40,Available
E02095,2026-04-16,2026-04-23,100,Fully Allocated
E02096,2026-04-01,2026-05-23,30,Available
E02097,2026-04-16,2026-04-26,100,Fully Allocated
E02098,2026-04-01,2026-05-13,50,Available
E02099,2026-04-01,2026-06-19,30,Available
E02100,2026-04-06,2026-04-22,90,Partially Available
E02101,2026-04-06,2026-05-01,90,Partially Available
E02102,2026-04-01,2026-05-28,40,Available
E02103,2026-04-01,2026-05-25,50,Available
E02104,2026-04-16,2026-05-14,100,Fully Allocated
E02105,2026-04-01,2026-06-28,20,Available
E02106,2026-04-01,2026-04-19,80,Partially Available
E02107,2026-04-16,2026-05-10,100,Fully Allocated
E02108,2026-04-01,2026-04-22,80,Partially Available
E02109,2026-04-01,2026-05-09,60,Available
E02110,2026-04-16,2026-04-24,100,Fully Allocated
E02111,2026-04-01,2026-06-05,50,Available
E02112,2026-04-01,2026-06-15,30,Available
E02113,2026-04-01,2026-05-17,40,Available
E02114,2026-04-01,2026-06-02,40,Available
E02115,2026-04-01,2026-06-04,60,Available
E02116,2026-04-01,2026-04-16,80,Partially Available
E02117,2026-04-01,2026-06-01,40,Available
E02118,2026-04-01,2026-05-05,80,Partially Available
E02119,2026-04-01,2026-05-30,20,Available
E02120,2026-04-01,2026-05-07,80,Partially Available
E02121,2026-04-01,2026-06-22,10,Available
E02122,2026-04-01,2026-05-25,20,Available
E02123,2026-04-01,2026-04-28,80,Partially Available
E02124,2026-04-01,2026-06-15,10,Available
E02125,2026-04-06,2026-05-02,90,Partially Available
E02126,2026-04-01,2026-05-11,10,Available
E02127,2026-04-01,2026-05-03,70,Partially Available
E02128,2026-04-01,2026-06-03,50,Available
E02129,2026-04-16,2026-04-25,100,Fully Allocated
E02130,2026-04-16,2026-04-26,100,Fully Allocated
E02131,2026-04-06,2026-04-29,90,Partially Available
E02132,2026-04-01,2026-06-12,60,Available
E02133,2026-04-06,2026-05-12,90,Partially Available
E02134,2026-04-01,2026-05-25,50,Available
E02135,2026-04-01,2026-05-21,20,Available
E02136,2026-04-01,2026-05-25,10,Available
E02137,2026-04-01,2026-06-10,50,Available
E02138,2026-04-01,2026-05-17,30,Available
E02139,2026-04-01,2026-04-30,70,Partially Available
E02140,2026-04-01,2026-06-10,40,Available
E02141,2026-04-01,2026-04-22,70,Partially Available
E02142,2026-04-01,2026-06-28,20,Available
E02143,2026-04-01,2026-04-23,70,Partially Available
E02144,2026-04-01,2026-05-03,10,Available
E02145,2026-04-01,2026-06-02,30,Available
E02146,2026-04-01,2026-06-05,50,Available
E02147,2026-04-06,2026-05-07,90,Partially Available
E02148,2026-04-01,2026-05-01,40,Available
E02149,2026-04-01,2026-06-05,40,Available
E02150,2026-04-01,2026-06-09,10,Available
E02151,2026-04-01,2026-06-29,40,Available
E02152,2026-04-01,2026-05-17,10,Available
E02153,2026-04-01,2026-06-27,50,Available
E02154,2026-04-01,2026-06-27,20,Available
E02155,2026-04-06,2026-05-02,90,Partially Available
E02156,2026-04-01,2026-06-26,60,Available
E02157,2026-04-01,2026-06-23,50,Available
E02158,2026-04-01,2026-06-17,50,Available
E02159,2026-04-01,2026-06-06,40,Available
E02160,2026-04-01,2026-05-25,30,Available
E02161,2026-04-01,2026-05-10,70,Partially Available
E02162,2026-04-01,2026-05-10,80,Partially Available
E02163,2026-04-01,2026-05-13,10,Available
E02164,2026-04-01,2026-05-13,20,Available
E02165,2026-04-16,2026-05-04,100,Fully Allocated
E02166,2026-04-01,2026-06-01,20,Available
E02167,2026-04-01,2026-06-04,30,Available
E02168,2026-04-01,2026-05-13,80,Partially Available
E02169,2026-04-01,2026-06-13,40,Available
E02170,2026-04-01,2026-06-25,60,Available
E02171,2026-04-01,2026-06-27,10,Available
E02172,2026-04-01,2026-06-21,20,Available
E02173,2026-04-01,2026-05-20,50,Available
E02174,2026-04-01,2026-05-13,70,Partially Available
E02175,2026-04-01,2026-05-08,80,Partially Available
E02176,2026-04-01,2026-05-09,70,Partially Available
E02177,2026-04-01,2026-06-21,10,Available
E02178,2026-04-01,2026-05-11,50,Available
E02179,2026-04-01,2026-06-11,10,Available
E02180,2026-04-01,2026-05-16,40,Available
E02181,2026-04-16,2026-04-28,100,Fully Allocated
E02182,2026-04-01,2026-05-17,50,Available
E02183,2026-04-01,2026-06-14,40,Available
E02184,2026-04-01,2026-05-03,80,Partially Available
E02185,2026-04-01,2026-06-13,20,Available
E02186,2026-04-01,2026-04-20,70,Partially Available
E02187,2026-04-01,2026-05-20,50,Available
E02188,2026-04-06,2026-05-06,90,Partially Available
E02189,2026-04-01,2026-06-04,20,Available
E02190,2026-04-01,2026-06-17,20,Available
E02191,2026-04-01,2026-06-12,10,Available
E02192,2026-04-01,2026-05-14,10,Available
E02193,2026-04-01,2026-05-07,80,Partially Available
E02194,2026-04-16,2026-05-14,100,Fully Allocated
E02195,2026-04-06,2026-05-03,90,Partially Available
E02196,2026-04-01,2026-06-12,40,Available
E02197,2026-04-01,2026-04-29,70,Partially Available
E02198,2026-04-01,2026-04-25,80,Partially Available
E02199,2026-04-16,2026-05-10,100,Fully Allocated
E02200,2026-04-16,2026-04-29,100,Fully Allocated
E02201,2026-04-16,2026-05-15,100,Fully Allocated
E02202,2026-04-01,2026-06-19,40,Available
E02203,2026-04-01,2026-05-22,60,Available
E02204,2026-04-01,2026-05-21,10,Available
E02205,2026-04-01,2026-06-03,20,Available
E02206,2026-04-01,2026-05-25,30,Available
E02207,2026-04-01,2026-06-09,20,Available
E02208,2026-04-16,2026-05-15,100,Fully Allocated
E02209,2026-04-01,2026-06-16,20,Available
E02210,2026-04-01,2026-05-30,20,Available
E02211,2026-04-01,2026-05-06,50,Available
E02212,2026-04-06,2026-05-11,90,Partially Available
E02213,2026-04-01,2026-06-14,60,Available
E02214,2026-04-16,2026-04-27,100,Fully Allocated
E02215,2026-04-01,2026-05-14,70,Partially Available
E02216,2026-04-16,2026-05-14,100,Fully Allocated
E02217,2026-04-06,2026-04-23,90,Partially Available
E02218,2026-04-06,2026-05-15,90,Partially Available
E02219,2026-04-01,2026-04-30,70,Partially Available
E02220,2026-04-16,2026-05-01,100,Fully Allocated
E02221,2026-04-01,2026-05-17,10,Available
E02222,2026-04-01,2026-06-18,60,Available
E02223,2026-04-01,2026-04-28,80,Partially Available
E02224,2026-04-16,2026-05-10,100,Fully Allocated
E02225,2026-04-06,2026-05-10,90,Partially Available
E02226,2026-04-01,2026-05-11,80,Partially Available
E02227,2026-04-01,2026-05-05,10,Available
E02228,2026-04-01,2026-04-28,80,Partially Available
E02229,2026-04-01,2026-04-22,70,Partially Available
E02230,2026-04-01,2026-04-19,70,Partially Available
E02231,2026-04-01,2026-04-28,70,Partially Available
E02232,2026-04-01,2026-05-17,40,Available
E02233,2026-04-06,2026-04-28,90,Partially Available
E02234,2026-04-01,2026-06-28,30,Available
E02235,2026-04-16,2026-04-25,100,Fully Allocated
E02236,2026-04-01,2026-06-26,20,Available
E02237,2026-04-01,2026-05-01,70,Partially Available
E02238,2026-04-01,2026-06-03,20,Available
E02239,2026-04-01,2026-06-28,10,Available
E02240,2026-04-06,2026-04-21,90,Partially Available
E02241,2026-04-01,2026-05-11,70,Partially Available
E02242,2026-04-01,2026-05-08,60,Available
E02243,2026-04-01,2026-05-30,40,Available
E02244,2026-04-06,2026-04-23,90,Partially Available
E02245,2026-04-06,2026-05-07,90,Partially Available
E02246,2026-04-01,2026-06-28,60,Available
E02247,2026-04-01,2026-06-20,60,Available
E02248,2026-04-01,2026-05-24,60,Available
E02249,2026-04-01,2026-05-16,20,Available
E02250,2026-04-01,2026-06-28,60,Available
E02251,2026-04-01,2026-05-20,10,Available
E02252,2026-04-01,2026-05-10,30,Available
E02253,2026-04-01,2026-05-12,80,Partially Available
E02254,2026-04-06,2026-05-13,90,Partially Available
E02255,2026-04-16,2026-05-07,100,Fully Allocated
E02256,2026-04-06,2026-04-27,90,Partially Available
E02257,2026-04-01,2026-06-17,40,Available
E02258,2026-04-01,2026-05-02,80,Partially Available
E02259,2026-04-01,2026-05-20,30,Available
E02260,2026-04-01,2026-05-13,10,Available
E02261,2026-04-01,2026-05-14,80,Partially Available
E02262,2026-04-01,2026-05-10,20,Available
E02263,2026-04-01,2026-05-09,60,Available
E02264,2026-04-01,2026-05-07,30,Available
E02265,2026-04-06,2026-05-02,90,Partially Available
E02266,2026-04-01,2026-06-02,20,Available
E02267,2026-04-01,2026-05-24,30,Available
E02268,2026-04-01,2026-05-16,50,Available
E02269,2026-04-16,2026-04-26,100,Fully Allocated
E02270,2026-04-01,2026-05-15,70,Partially Available
E02271,2026-04-01,2026-04-29,80,Partially Available
E02272,2026-04-16,2026-05-15,100,Fully Allocated
E02273,2026-04-01,2026-05-29,30,Available
E02274,2026-04-01,2026-05-22,30,Available
E02275,2026-04-16,2026-05-15,100,Fully Allocated
E02276,2026-04-01,2026-05-26,60,Available
E02277,2026-04-16,2026-05-09,100,Fully Allocated
E02278,2026-04-01,2026-06-13,30,Available
E02279,2026-04-01,2026-06-16,20,Available
E02280,2026-04-01,2026-05-07,70,Partially Available
E02281,2026-04-01,2026-06-13,60,Available
E02282,2026-04-01,2026-05-03,50,Available
E02283,2026-04-01,2026-06-11,50,Available
E02284,2026-04-01,2026-06-21,60,Available
E02285,2026-04-01,2026-05-02,80,Partially Available
E02286,2026-04-01,2026-05-14,30,Available
E02287,2026-04-01,2026-04-28,80,Partially Available
E02288,2026-04-01,2026-05-30,50,Available
E02289,2026-04-01,2026-04-28,70,Partially Available
